abs_energy,auc,autocorr,average_power,calc_centroid,calc_max,calc_mean,calc_median,calc_min,calc_std,calc_var,dfa,distance,ecdf,ecdf_percentile,ecdf_percentile_count,ecdf_slope,entropy,fundamental_frequency,higuchi_fractal_dimension,hist_mode,human_range_energy,hurst_exponent,interq_range,kurtosis,lempel_ziv,lpcc,max_frequency,max_power_spectrum,maximum_fractal_length,mean_abs_deviation,mean_abs_diff,mean_diff,median_abs_deviation,median_abs_diff,median_diff,median_frequency,mfcc,mse,negative_turning,neighbourhood_peaks,petrosian_fractal_dimension,pk_pk_distance,positive_turning,power_bandwidth,rms,skewness,slope,spectral_centroid,spectral_decrease,spectral_distance,spectral_entropy,spectral_kurtosis,spectral_positive_turning,spectral_roll_off,spectral_roll_on,spectral_skewness,spectral_slope,spectral_spread,spectral_variation,spectrogram_mean_coeff,sum_abs_diff,wavelet_abs_mean,wavelet_energy,wavelet_entropy,wavelet_std,wavelet_var,zero_cross
0.3063319171791554,10.489405833929753,3.0,0.0008415712010416358,180.90255292030955,0.0364875681698322,0.028826806989740775,0.0288974400609731,0.0211124308407306,0.002877624939853453,8.280725294466588e-06,0.9980619667541256,364.0011154267079,0.01506849315068493,0.02875813283026215,182.5,141.57614830832327,1.0000000000000002,0.0027397260273972603,1.8815471484643338,0.02956875637173648,0.0,0.8190841055697703,0.003986157476902001,-0.15479766896979497,0.1863013698630137,0.9029284414149409,0.3780821917808219,18.741802366989795,-0.0869476843575467,0.0022762122701301497,0.0017126765132850993,2.25761035395849e-05,0.0019231755286455016,0.0011023636907338992,0.00011177174746995061,0.0,11.976767086339128,1.2233595069780259,66.0,18.0,1.0232662962752737,0.0153751373291016,65.0,0.31232876712328766,0.028970079850049325,0.052994062542237194,-1.661543249323101e-06,0.07747176976855247,-7.597745807670327,-1167.052697227005,0.8353112549268975,4.54516879522901,59.0,0.3780821917808219,0.0,1.6454350904617578,-0.04482902311488065,0.1277776805481169,0.6613995468574732,1.3528361861504442e-05,0.6234142508357762,0.0016764177631159822,0.00755849054305208,2.1262520896234425,0.007347556994228879,6.122468804715073e-05,0.0
