abs_energy,auc,autocorr,average_power,calc_centroid,calc_max,calc_mean,calc_median,calc_min,calc_std,calc_var,dfa,distance,ecdf,ecdf_percentile,ecdf_percentile_count,ecdf_slope,entropy,fundamental_frequency,higuchi_fractal_dimension,hist_mode,human_range_energy,hurst_exponent,interq_range,kurtosis,lempel_ziv,lpcc,max_frequency,max_power_spectrum,maximum_fractal_length,mean_abs_deviation,mean_abs_diff,mean_diff,median_abs_deviation,median_abs_diff,median_diff,median_frequency,mfcc,mse,negative_turning,neighbourhood_peaks,petrosian_fractal_dimension,pk_pk_distance,positive_turning,power_bandwidth,rms,skewness,slope,spectral_centroid,spectral_decrease,spectral_distance,spectral_entropy,spectral_kurtosis,spectral_positive_turning,spectral_roll_off,spectral_roll_on,spectral_skewness,spectral_slope,spectral_spread,spectral_variation,spectrogram_mean_coeff,sum_abs_diff,wavelet_abs_mean,wavelet_energy,wavelet_entropy,wavelet_std,wavelet_var,zero_cross
2.477941150608511e-05,0.06399767733586044,1.0,6.807530633539865e-08,204.25805808888896,0.0007931484724394,0.00011137506700653443,8.06185416877e-05,-0.0004098672943655,0.00023555125365002516,5.5484393096098494e-08,0.7825908664143294,364.00001361040154,0.01506849315068493,0.00010192904737774999,182.5,1262.4779541601454,1.0000000000000002,0.005479452054794521,1.9096886345579176,1.1188224016215004e-05,0.0,0.7676828339256082,0.00033543266690674243,-0.12961363246572066,0.19452054794520549,0.26594675874783497,0.4575342465753425,32.2728344927254,-1.1358854838031387,0.00019030729710871517,0.0001780228928664689,-6.03968726284197e-07,0.00016812582725826773,8.36140952742223e-05,1.5350204193750037e-06,0.18356164383561643,36.77013365562724,1.2846136840335771,72.0,16.0,1.0256369946301593,0.0012030157668049,73.0,0.4,0.00026055479010528385,0.42507763347692856,1.255641200824382e-07,0.20183256192179921,-0.2888345918597853,-13.006351153935082,0.8813061905236512,1.7873374345301103,59.0,0.4575342465753425,0.0,0.31280074347283016,-0.012386833821497726,0.15355577761251915,0.27841100479846526,9.647455045088237e-08,0.06480033300339468,6.723475180871326e-06,0.00030984451523210566,2.1686402399849336,0.0003097598313127109,1.0025579099467844e-07,98.0
