time,NO2,CO,SO2
2026-08-14,6.630337156821042e-05,0.0386431068181991,0.0003251133603043
2026-08-15,0.000125496982946,0.0349509343504905,6.0709920944646e-05
2026-08-16,0.0001059310452546,0.0219294540584087,4.745953447127249e-05
2026-08-17,4.012728095403872e-05,0.0298473071306943,3.420914799789898e-05
2026-08-18,3.683752038341481e-05,0.0294964741915464,2.095876152452547e-05
2026-08-19,3.35477598127909e-05,0.0240643490105867,0.000824071583338
2026-08-20,8.279831672552973e-05,0.0265322625637054,0.0001281699805986
2026-08-21,6.673705684079323e-05,0.0286200195550918,0.0001139109081123
2026-08-22,5.067579695605673e-05,0.028630940243601747,0.0003612346481531
2026-08-23,5.142205554875545e-05,0.0286418609321117,2.4923991077230312e-05
2026-08-24,5.846007479703985e-05,0.0296951346099376,0.0006702923565171
2026-08-25,5.094951848150231e-05,0.0261447690427303,0.00061342644039535
2026-08-26,6.469560139521491e-05,0.0313193053007125,0.0005565605242736
2026-08-27,7.84416843089275e-05,0.0351022705435752,0.00049969460815185
2026-08-28,6.641196523560211e-05,0.0347313620150089,0.0004428286920301
2026-08-29,4.8954800149658695e-05,0.0353112891316413,0.0004879581101704
2026-08-30,4.8954800149658695e-05,0.0364875681698322,0.0004879581101704
