time,PM10,PM2.5,CO,NO2,O3
2025-11-11 08:00:00,45.2,45.2,1922.0,43.8,84.0
2025-11-11 09:00:00,43.8,43.8,1345.0,40.0,101.0
2025-11-11 10:00:00,45.8,45.8,878.0,35.1,123.0
2025-11-11 11:00:00,46.6,46.6,633.0,27.6,155.0
2025-11-11 12:00:00,42.4,42.3,497.0,19.0,193.0
2025-11-11 13:00:00,50.2,49.9,494.0,13.7,218.0
2025-11-11 14:00:00,53.4,53.3,691.0,12.3,226.0
2025-11-11 15:00:00,56.5,56.2,1021.0,14.2,222.0
2025-11-11 16:00:00,58.3,58.1,1306.0,21.9,203.0
2025-11-11 17:00:00,72.4,72.2,1433.0,39.4,159.0
2025-11-11 18:00:00,89.4,89.2,1516.0,62.7,100.0
2025-11-11 19:00:00,107.3,107.1,1715.0,80.4,58.0
2025-11-11 20:00:00,116.9,116.6,2250.0,78.7,51.0
2025-11-11 21:00:00,107.8,107.6,2902.0,75.9,41.0
2025-11-11 22:00:00,97.3,97.1,3177.0,70.6,36.0
2025-11-11 23:00:00,94.8,94.5,2719.0,60.2,41.0
2025-11-12 00:00:00,82.7,82.7,1884.0,47.2,50.0
2025-11-12 01:00:00,79.6,79.4,1246.0,37.7,56.0
2025-11-12 02:00:00,83.6,83.6,1027.0,34.7,52.0
2025-11-12 03:00:00,77.3,77.3,1006.0,35.1,45.0
2025-11-12 04:00:00,68.2,68.2,1088.0,36.2,42.0
2025-11-12 05:00:00,60.3,60.3,1352.0,37.7,46.0
2025-11-12 06:00:00,46.9,46.8,1721.0,39.9,54.0
2025-11-12 07:00:00,75.7,75.7,1865.0,41.3,83.0
2025-11-12 08:00:00,59.4,59.3,1557.0,37.1,106.0
2025-11-12 09:00:00,52.2,52.2,1025.0,31.3,138.0
2025-11-12 10:00:00,56.2,56.2,624.0,26.8,161.0
2025-11-12 11:00:00,52.5,52.4,496.0,24.2,168.0
2025-11-12 12:00:00,52.0,51.9,499.0,22.8,167.0
2025-11-12 13:00:00,54.8,54.8,564.0,23.9,160.0
2025-11-12 14:00:00,54.2,54.1,604.0,26.8,147.0
2025-11-12 15:00:00,54.0,53.9,706.0,32.2,128.0
2025-11-12 16:00:00,63.1,62.9,1059.0,42.9,106.0
2025-11-12 17:00:00,78.7,78.5,1953.0,63.4,77.0
2025-11-12 18:00:00,103.8,103.4,3098.0,89.3,43.0
2025-11-12 19:00:00,149.0,144.8,3812.0,145.0,3.0
2025-11-12 20:00:00,139.7,135.0,3740.0,138.4,3.0
2025-11-12 21:00:00,134.1,129.5,3239.0,129.0,2.0
2025-11-12 22:00:00,135.0,130.9,2691.0,119.0,2.0
2025-11-12 23:00:00,83.8,81.7,2163.0,108.7,2.0
2025-11-13 00:00:00,95.0,91.7,1590.0,97.7,1.0
2025-11-13 01:00:00,62.9,61.2,1160.0,87.9,1.0
2025-11-13 02:00:00,47.6,46.7,956.0,79.7,0.0
2025-11-13 03:00:00,63.1,61.5,896.0,72.6,0.0
2025-11-13 04:00:00,72.4,70.3,923.0,66.5,2.0
2025-11-13 05:00:00,76.8,74.7,1100.0,62.3,7.0
2025-11-13 06:00:00,81.7,79.4,1365.0,59.0,14.0
2025-11-13 07:00:00,65.7,63.3,1476.0,51.5,17.0
2025-11-13 08:00:00,40.2,37.6,1279.0,44.7,24.0
2025-11-13 09:00:00,30.6,27.9,930.0,35.4,35.0
2025-11-13 10:00:00,29.8,26.9,650.0,28.5,48.0
2025-11-13 11:00:00,29.5,26.6,514.0,26.7,64.0
2025-11-13 12:00:00,31.4,28.5,449.0,27.4,83.0
2025-11-13 13:00:00,34.7,31.8,457.0,27.6,101.0
2025-11-13 14:00:00,37.0,34.6,569.0,24.6,124.0
2025-11-13 15:00:00,35.9,34.6,755.0,21.1,147.0
2025-11-13 16:00:00,35.2,34.2,930.0,21.8,153.0
2025-11-13 17:00:00,49.2,48.5,1093.0,30.8,127.0
2025-11-13 18:00:00,51.7,50.6,1245.0,44.0,84.0
2025-11-13 19:00:00,80.8,77.8,1301.0,70.2,44.0
2025-11-13 20:00:00,82.7,80.3,1201.0,70.3,35.0
2025-11-13 21:00:00,83.4,81.3,1006.0,70.3,23.0
2025-11-13 22:00:00,83.6,81.7,811.0,68.9,13.0
2025-11-13 23:00:00,78.2,76.8,635.0,64.9,9.0
2025-11-14 00:00:00,72.6,71.5,460.0,59.5,7.0
2025-11-14 01:00:00,74.3,73.1,330.0,55.0,5.0
2025-11-14 02:00:00,76.4,75.2,238.0,52.2,1.0
2025-11-14 03:00:00,75.4,74.3,189.0,50.2,0.0
2025-11-14 04:00:00,79.4,78.2,248.0,48.6,0.0
2025-11-14 05:00:00,85.0,84.1,529.0,48.5,11.0
2025-11-14 06:00:00,90.1,88.2,916.0,48.7,28.0
2025-11-14 07:00:00,116.2,112.7,1126.0,79.3,43.0
2025-11-14 08:00:00,56.5,52.9,975.0,62.8,57.0
2025-11-14 09:00:00,42.5,38.5,647.0,39.9,77.0
2025-11-14 10:00:00,38.3,34.1,402.0,21.8,97.0
2025-11-14 11:00:00,34.2,31.2,335.0,12.8,120.0
2025-11-14 12:00:00,29.4,28.1,353.0,8.5,143.0
2025-11-14 13:00:00,27.2,26.4,433.0,7.1,157.0
2025-11-14 14:00:00,26.8,26.3,580.0,7.8,159.0
2025-11-14 15:00:00,27.6,27.2,790.0,11.2,151.0
2025-11-14 16:00:00,30.2,29.8,1032.0,17.6,136.0
2025-11-14 17:00:00,39.9,39.7,1356.0,28.0,108.0
2025-11-14 18:00:00,45.4,45.3,1713.0,41.2,71.0
2025-11-14 19:00:00,65.7,65.0,1924.0,70.9,23.0
2025-11-14 20:00:00,61.5,61.0,1882.0,70.6,18.0
2025-11-14 21:00:00,67.8,66.1,1695.0,70.1,10.0
2025-11-14 22:00:00,76.8,75.0,1509.0,69.7,4.0
2025-11-14 23:00:00,87.5,85.4,1385.0,69.7,1.0
2025-11-15 00:00:00,96.4,94.3,1262.0,69.7,0.0
2025-11-15 01:00:00,103.1,100.8,1108.0,68.5,0.0
2025-11-15 02:00:00,99.4,97.3,825.0,65.2,0.0
2025-11-15 03:00:00,97.6,95.7,510.0,60.8,0.0
2025-11-15 04:00:00,102.4,100.6,421.0,56.9,0.0
2025-11-15 05:00:00,98.5,96.9,821.0,54.7,14.0
2025-11-15 06:00:00,90.1,87.5,1448.0,53.0,33.0
2025-11-15 07:00:00,54.0,51.2,1772.0,42.4,38.0
2025-11-15 08:00:00,33.6,31.3,1462.0,38.1,46.0
2025-11-15 09:00:00,27.0,25.8,849.0,32.0,59.0
2025-11-15 10:00:00,23.8,23.5,393.0,26.0,80.0
2025-11-15 11:00:00,24.0,23.8,236.0,19.7,119.0
2025-11-15 12:00:00,27.1,27.0,236.0,13.5,166.0
2025-11-15 13:00:00,28.6,28.5,428.0,10.1,196.0
2025-11-15 14:00:00,28.5,28.3,720.0,10.0,199.0
2025-11-15 15:00:00,29.7,29.6,1204.0,12.8,186.0
2025-11-15 16:00:00,33.1,32.9,2191.0,20.2,162.0
2025-11-15 17:00:00,45.9,45.8,4375.0,35.2,121.0
2025-11-15 18:00:00,49.2,49.0,7063.0,54.9,69.0
2025-11-15 19:00:00,57.0,56.8,8484.0,54.6,47.0
2025-11-15 20:00:00,71.7,71.0,7471.0,64.6,34.0
2025-11-15 21:00:00,87.5,85.4,5191.0,78.2,16.0
2025-11-15 22:00:00,100.1,97.3,3374.0,87.1,3.0
2025-11-15 23:00:00,99.7,96.9,2780.0,86.1,0.0
2025-11-16 00:00:00,105.7,102.4,2648.0,80.3,2.0
2025-11-16 01:00:00,113.6,110.4,2430.0,76.6,3.0
2025-11-16 02:00:00,122.0,118.7,1828.0,79.6,0.0
2025-11-16 03:00:00,140.6,137.4,1139.0,84.8,0.0
2025-11-16 04:00:00,161.6,157.9,702.0,85.3,0.0
2025-11-16 05:00:00,182.5,179.3,760.0,77.2,17.0
2025-11-16 06:00:00,206.3,202.1,1070.0,64.5,41.0
2025-11-16 07:00:00,100.8,98.3,1237.0,48.5,66.0
2025-11-16 08:00:00,47.3,44.1,1055.0,40.5,79.0
2025-11-16 09:00:00,35.7,33.4,729.0,29.3,97.0
2025-11-16 10:00:00,30.3,29.3,482.0,20.2,116.0
2025-11-16 11:00:00,29.5,28.8,401.0,14.5,139.0
2025-11-16 12:00:00,29.3,28.7,398.0,10.8,161.0
2025-11-16 13:00:00,28.4,27.8,438.0,10.4,169.0
2025-11-16 14:00:00,31.4,30.9,378.0,14.3,150.0
2025-11-16 15:00:00,24.1,23.6,360.0,21.3,115.0
2025-11-16 16:00:00,30.9,30.4,773.0,29.5,85.0
2025-11-16 17:00:00,39.0,38.0,2015.0,38.7,67.0
2025-11-16 18:00:00,49.9,48.5,3689.0,48.9,54.0
2025-11-16 19:00:00,77.3,76.8,4987.0,68.3,42.0
2025-11-16 20:00:00,77.8,77.3,5652.0,71.0,36.0
2025-11-16 21:00:00,90.8,90.3,5941.0,74.6,27.0
2025-11-16 22:00:00,98.7,98.3,5822.0,76.6,20.0
2025-11-16 23:00:00,107.3,106.9,5098.0,74.9,18.0
2025-11-17 00:00:00,111.8,111.1,3966.0,71.4,18.0
2025-11-17 01:00:00,115.7,114.6,2986.0,69.8,17.0
2025-11-17 02:00:00,130.4,129.0,2325.0,73.4,9.0
2025-11-17 03:00:00,145.3,142.0,1815.0,78.7,0.0
2025-11-17 04:00:00,159.3,154.6,1512.0,79.2,0.0
2025-11-17 05:00:00,160.7,157.4,1542.0,70.3,18.0
2025-11-17 06:00:00,167.2,164.8,1779.0,56.5,46.0
2025-11-17 07:00:00,82.7,82.2,1895.0,56.7,42.0
2025-11-17 08:00:00,65.9,65.7,1706.0,47.2,72.0
2025-11-17 09:00:00,49.7,49.2,1396.0,34.0,114.0
2025-11-17 10:00:00,42.6,42.3,1188.0,23.3,153.0
2025-11-17 11:00:00,46.1,45.8,1185.0,16.9,186.0
2025-11-17 12:00:00,44.1,43.9,1285.0,13.0,216.0
2025-11-17 13:00:00,40.4,40.2,1405.0,12.1,232.0
2025-11-17 14:00:00,49.9,49.7,1447.0,14.9,229.0
2025-11-17 15:00:00,49.5,49.2,1510.0,20.7,213.0
2025-11-17 16:00:00,62.9,62.6,1806.0,28.1,189.0
2025-11-17 17:00:00,64.0,64.0,2643.0,37.6,154.0
2025-11-17 18:00:00,65.4,65.4,3715.0,48.6,110.0
2025-11-17 19:00:00,82.0,82.0,4313.0,54.3,105.0
2025-11-17 20:00:00,104.1,103.8,4019.0,58.2,88.0
2025-11-17 21:00:00,99.2,98.7,3251.0,63.5,64.0
2025-11-17 22:00:00,95.9,95.7,2559.0,67.2,46.0
2025-11-17 23:00:00,100.8,100.6,2119.0,67.1,39.0
2025-11-18 00:00:00,105.0,104.8,1754.0,65.4,38.0
2025-11-18 01:00:00,109.2,109.2,1483.0,65.0,35.0
2025-11-18 02:00:00,114.6,114.6,1320.0,68.2,23.0
2025-11-18 03:00:00,127.1,127.1,1251.0,72.8,9.0
2025-11-18 04:00:00,152.7,152.3,1258.0,74.9,7.0
2025-11-18 05:00:00,183.5,182.5,1383.0,73.2,28.0
2025-11-18 06:00:00,218.4,217.5,1584.0,69.1,61.0
2025-11-18 07:00:00,109.4,108.5,1708.0,54.1,104.0
2025-11-18 08:00:00,66.4,65.9,1695.0,46.9,103.0
2025-11-18 09:00:00,40.9,40.5,1605.0,36.8,104.0
2025-11-18 10:00:00,31.0,30.5,1472.0,28.1,113.0
2025-11-18 11:00:00,32.0,31.5,1265.0,21.9,139.0
2025-11-18 12:00:00,33.2,32.7,1013.0,17.0,175.0
2025-11-18 13:00:00,38.2,37.7,841.0,14.1,202.0
2025-11-18 14:00:00,41.6,41.1,777.0,13.5,218.0
2025-11-18 15:00:00,43.7,43.2,792.0,15.0,226.0
2025-11-18 16:00:00,44.7,44.1,921.0,18.2,219.0
2025-11-18 17:00:00,54.2,53.8,1271.0,24.2,185.0
2025-11-18 18:00:00,66.1,65.7,1735.0,32.1,136.0
2025-11-18 19:00:00,66.8,66.6,2028.0,61.1,76.0
2025-11-18 20:00:00,68.9,68.7,1999.0,57.7,71.0
2025-11-18 21:00:00,67.5,67.3,1800.0,53.0,65.0
2025-11-18 22:00:00,71.2,71.0,1596.0,48.9,59.0
2025-11-18 23:00:00,68.5,68.2,1438.0,45.8,56.0
2025-11-19 00:00:00,68.5,68.2,1275.0,43.3,54.0
2025-11-19 01:00:00,69.8,69.6,1125.0,42.6,50.0
2025-11-19 02:00:00,75.4,75.2,979.0,44.6,41.0
2025-11-19 03:00:00,81.0,80.8,847.0,48.2,30.0
2025-11-19 04:00:00,87.3,87.3,767.0,51.8,24.0
2025-11-19 05:00:00,98.0,97.6,788.0,56.1,21.0
2025-11-19 06:00:00,101.7,100.6,863.0,60.2,23.0
2025-11-19 07:00:00,66.8,66.6,890.0,44.4,67.0
2025-11-19 08:00:00,45.1,44.9,815.0,39.2,89.0
2025-11-19 09:00:00,37.8,37.7,693.0,32.0,119.0
2025-11-19 10:00:00,32.2,32.1,586.0,25.4,142.0
2025-11-19 11:00:00,27.5,27.4,494.0,19.9,153.0
2025-11-19 12:00:00,24.9,24.8,418.0,15.1,158.0
2025-11-19 13:00:00,25.2,25.1,420.0,12.8,156.0
2025-11-19 14:00:00,25.1,25.0,525.0,12.1,149.0
2025-11-19 15:00:00,24.7,24.6,709.0,13.9,136.0
2025-11-19 16:00:00,29.0,28.9,962.0,23.0,117.0
2025-11-19 17:00:00,35.4,35.2,1311.0,47.8,86.0
2025-11-19 18:00:00,75.0,75.0,1729.0,79.9,48.0
2025-11-19 19:00:00,43.2,43.2,2120.0,56.8,50.0
2025-11-19 20:00:00,44.9,44.9,2547.0,55.8,48.0
2025-11-19 21:00:00,54.8,54.8,2948.0,54.3,44.0
2025-11-19 22:00:00,55.9,55.9,3040.0,52.9,40.0
2025-11-19 23:00:00,67.1,67.1,2567.0,51.4,35.0
2025-11-20 00:00:00,61.7,61.7,1785.0,50.0,29.0
2025-11-20 01:00:00,61.5,61.5,1182.0,49.9,23.0
2025-11-20 02:00:00,60.8,60.8,951.0,52.3,15.0
2025-11-20 03:00:00,59.3,59.3,898.0,55.9,6.0
2025-11-20 04:00:00,70.1,69.6,932.0,58.1,4.0
2025-11-20 05:00:00,89.4,86.8,1106.0,58.2,13.0
2025-11-20 06:00:00,103.4,100.6,1366.0,56.9,28.0
2025-11-20 07:00:00,76.4,75.2,1464.0,59.6,39.0
2025-11-20 08:00:00,53.9,53.9,1224.0,52.1,63.0
2025-11-20 09:00:00,38.0,38.0,821.0,41.6,96.0
2025-11-20 10:00:00,29.5,29.5,534.0,32.9,122.0
2025-11-20 11:00:00,23.5,23.5,484.0,27.7,135.0
2025-11-20 12:00:00,22.4,22.4,549.0,24.2,140.0
2025-11-20 13:00:00,25.6,25.6,642.0,22.7,143.0
2025-11-20 14:00:00,27.4,27.4,736.0,19.9,148.0
2025-11-20 15:00:00,33.8,33.6,859.0,18.9,150.0
2025-11-20 16:00:00,31.2,31.1,1004.0,29.3,138.0
2025-11-20 17:00:00,50.2,50.1,1192.0,62.8,101.0
2025-11-20 18:00:00,86.4,86.4,1402.0,107.6,51.0
2025-11-20 19:00:00,71.9,71.5,1568.0,63.2,61.0
2025-11-20 20:00:00,76.4,76.1,1644.0,65.2,53.0
2025-11-20 21:00:00,85.2,85.0,1676.0,68.2,41.0
2025-11-20 22:00:00,99.2,98.7,1732.0,71.2,32.0
2025-11-20 23:00:00,110.4,109.9,1846.0,73.9,28.0
2025-11-21 00:00:00,113.6,113.4,1985.0,76.7,25.0
2025-11-21 01:00:00,125.7,125.3,2117.0,80.0,22.0
2025-11-21 02:00:00,134.1,133.6,2265.0,86.1,12.0
2025-11-21 03:00:00,155.5,154.6,2406.0,92.7,1.0
2025-11-21 04:00:00,183.9,183.9,2436.0,93.8,1.0
2025-11-21 05:00:00,207.2,206.8,2303.0,85.3,21.0
2025-11-21 06:00:00,232.4,231.0,2059.0,71.3,52.0
2025-11-21 07:00:00,132.2,132.2,1759.0,73.0,61.0
2025-11-21 08:00:00,84.1,83.8,1367.0,60.8,76.0
2025-11-21 09:00:00,56.7,56.6,920.0,43.9,98.0
2025-11-21 10:00:00,44.9,44.7,582.0,30.3,115.0
2025-11-21 11:00:00,43.2,43.0,416.0,23.4,125.0
2025-11-21 12:00:00,52.2,51.9,359.0,19.8,131.0
2025-11-21 13:00:00,38.4,38.2,388.0,17.8,134.0
2025-11-21 14:00:00,32.2,32.0,502.0,15.7,138.0
2025-11-21 15:00:00,30.4,30.2,702.0,15.2,141.0
2025-11-21 16:00:00,30.2,29.9,968.0,19.2,132.0
2025-11-21 17:00:00,41.7,41.3,1304.0,30.8,104.0
2025-11-21 18:00:00,50.2,49.9,1708.0,46.8,64.0
2025-11-21 19:00:00,74.7,74.7,2148.0,88.5,7.0
2025-11-21 20:00:00,78.0,77.8,2712.0,88.1,6.0
2025-11-21 21:00:00,85.7,85.7,3313.0,87.6,3.0
2025-11-21 22:00:00,94.5,94.5,3663.0,87.1,2.0
2025-11-21 23:00:00,110.8,109.9,3593.0,87.5,1.0
2025-11-22 00:00:00,129.5,126.2,3273.0,88.0,1.0
2025-11-22 01:00:00,119.2,117.1,2919.0,86.1,2.0
2025-11-22 02:00:00,94.5,94.1,2542.0,79.7,3.0
2025-11-22 03:00:00,80.1,79.6,2132.0,70.9,5.0
2025-11-22 04:00:00,80.6,80.3,1880.0,63.7,9.0
2025-11-22 05:00:00,78.7,78.2,1975.0,59.9,16.0
2025-11-22 06:00:00,77.8,77.5,2227.0,57.6,25.0
2025-11-22 07:00:00,73.1,73.1,2262.0,62.5,40.0
2025-11-22 08:00:00,52.6,52.6,1807.0,57.5,51.0
2025-11-22 09:00:00,43.0,42.8,1135.0,50.3,68.0
2025-11-22 10:00:00,40.0,40.0,685.0,42.4,96.0
2025-11-22 11:00:00,46.0,45.9,649.0,32.7,149.0
2025-11-22 12:00:00,48.0,47.8,836.0,22.4,212.0
2025-11-22 13:00:00,44.0,43.9,1109.0,16.1,246.0
2025-11-22 14:00:00,47.3,47.1,1442.0,15.2,226.0
2025-11-22 15:00:00,47.5,47.3,1861.0,18.3,177.0
2025-11-22 16:00:00,44.5,44.5,2309.0,26.1,130.0
2025-11-22 17:00:00,51.3,51.2,2939.0,42.6,93.0
2025-11-22 18:00:00,67.1,66.8,3599.0,63.6,59.0
2025-11-22 19:00:00,107.1,106.9,3769.0,113.3,16.0
2025-11-22 20:00:00,105.9,105.7,3023.0,100.4,23.0
2025-11-22 21:00:00,96.4,96.2,1788.0,82.3,34.0
2025-11-22 22:00:00,86.6,86.4,829.0,67.1,42.0
2025-11-22 23:00:00,75.4,75.2,459.0,57.3,48.0
2025-11-23 00:00:00,78.2,78.2,365.0,50.3,52.0
2025-11-23 01:00:00,79.6,79.4,376.0,46.3,51.0
2025-11-23 02:00:00,83.8,83.8,460.0,46.6,41.0
2025-11-23 03:00:00,95.0,95.0,649.0,49.9,27.0
2025-11-23 04:00:00,89.9,89.9,873.0,52.7,21.0
2025-11-23 05:00:00,86.6,86.6,1185.0,54.3,26.0
2025-11-23 06:00:00,81.3,81.3,1532.0,55.4,39.0
2025-11-23 07:00:00,81.7,81.3,1680.0,58.7,52.0
2025-11-23 08:00:00,61.0,61.0,1459.0,53.0,62.0
2025-11-23 09:00:00,46.8,46.8,1041.0,44.8,77.0
2025-11-23 10:00:00,37.7,37.6,702.0,37.4,94.0
2025-11-23 11:00:00,33.2,32.9,532.0,31.3,115.0
2025-11-23 12:00:00,34.6,34.1,443.0,25.9,137.0
2025-11-23 13:00:00,37.0,36.4,446.0,22.2,153.0
2025-11-23 14:00:00,36.8,36.3,574.0,20.0,160.0
2025-11-23 15:00:00,37.6,37.0,795.0,19.6,160.0
2025-11-23 16:00:00,43.0,42.3,1028.0,22.1,151.0
2025-11-23 17:00:00,56.8,56.1,1285.0,29.3,129.0
2025-11-23 18:00:00,68.7,68.2,1555.0,39.5,98.0
2025-11-23 19:00:00,69.6,69.4,1718.0,68.0,42.0
2025-11-23 20:00:00,60.3,60.1,1723.0,59.9,45.0
2025-11-23 21:00:00,59.6,59.3,1623.0,48.7,50.0
2025-11-23 22:00:00,62.2,61.9,1454.0,40.4,52.0
2025-11-23 23:00:00,64.7,64.5,1177.0,37.4,50.0
2025-11-24 00:00:00,65.4,65.2,832.0,37.3,45.0
2025-11-24 01:00:00,72.2,71.9,579.0,38.7,39.0
2025-11-24 02:00:00,80.1,79.9,476.0,42.1,31.0
2025-11-24 03:00:00,88.5,88.2,466.0,47.1,22.0
2025-11-24 04:00:00,95.2,94.8,537.0,50.5,19.0
2025-11-24 05:00:00,107.8,107.3,759.0,51.8,22.0
2025-11-24 06:00:00,108.0,107.3,1063.0,51.7,30.0
2025-11-24 07:00:00,86.6,85.4,1231.0,46.6,38.0
2025-11-24 08:00:00,59.8,58.7,1121.0,39.6,66.0
2025-11-24 09:00:00,44.2,43.2,876.0,29.9,105.0
2025-11-24 10:00:00,40.2,39.6,706.0,21.7,145.0
2025-11-24 11:00:00,41.9,41.3,680.0,16.0,188.0
2025-11-24 12:00:00,44.1,43.7,730.0,11.8,231.0
2025-11-24 13:00:00,46.0,45.5,864.0,10.4,255.0
2025-11-24 14:00:00,48.0,47.5,1054.0,12.3,249.0
2025-11-24 15:00:00,49.9,49.5,1329.0,17.0,224.0
2025-11-24 16:00:00,54.6,54.4,1776.0,23.8,194.0
2025-11-24 17:00:00,62.2,61.7,2641.0,33.6,160.0
2025-11-24 18:00:00,70.5,70.1,3680.0,45.6,120.0
2025-11-24 19:00:00,87.1,86.8,4248.0,85.7,33.0
2025-11-24 20:00:00,93.6,93.4,3939.0,90.9,25.0
2025-11-24 21:00:00,107.1,106.9,3159.0,98.3,14.0
2025-11-24 22:00:00,123.9,122.0,2484.0,104.7,5.0
2025-11-24 23:00:00,138.8,135.5,2129.0,109.3,1.0
2025-11-25 00:00:00,160.7,155.5,1878.0,113.0,0.0
2025-11-25 01:00:00,139.7,136.4,1661.0,115.5,0.0
2025-11-25 02:00:00,156.9,153.2,1425.0,118.4,0.0
2025-11-25 03:00:00,174.2,170.4,1222.0,120.2,0.0
2025-11-25 04:00:00,197.0,193.2,1135.0,116.0,0.0
2025-11-25 05:00:00,221.2,217.5,1295.0,101.5,21.0
2025-11-25 06:00:00,243.1,241.2,1570.0,81.1,52.0
2025-11-25 07:00:00,101.0,98.0,1649.0,60.4,72.0
2025-11-25 08:00:00,64.7,63.3,1318.0,54.4,89.0
2025-11-25 09:00:00,55.5,54.2,791.0,45.8,114.0
2025-11-25 10:00:00,51.5,50.6,401.0,37.2,143.0
2025-11-25 11:00:00,47.4,46.6,293.0,28.2,182.0
2025-11-25 12:00:00,44.9,44.2,323.0,19.2,226.0
2025-11-25 13:00:00,43.9,43.2,384.0,13.5,257.0
2025-11-25 14:00:00,45.8,45.1,401.0,9.3,271.0
2025-11-25 15:00:00,48.2,47.4,450.0,8.5,272.0
2025-11-25 16:00:00,50.1,49.1,657.0,20.2,250.0
2025-11-25 17:00:00,61.5,60.5,1178.0,57.3,186.0
2025-11-25 18:00:00,111.8,110.6,1858.0,107.0,98.0
2025-11-25 19:00:00,176.0,174.2,2352.0,184.8,25.0
2025-11-25 20:00:00,184.9,182.1,2482.0,189.3,18.0
2025-11-25 21:00:00,187.2,183.0,2426.0,195.0,9.0
2025-11-25 22:00:00,182.5,178.8,2379.0,195.5,2.0
2025-11-25 23:00:00,174.6,170.4,2441.0,186.6,1.0
2025-11-26 00:00:00,161.6,158.3,2512.0,172.6,2.0
2025-11-26 01:00:00,166.2,162.5,2486.0,160.0,3.0
2025-11-26 02:00:00,177.0,172.8,2264.0,152.8,0.0
2025-11-26 03:00:00,171.8,168.1,1946.0,146.9,0.0
2025-11-26 04:00:00,155.5,153.2,1723.0,136.6,0.0
2025-11-26 05:00:00,150.4,149.0,1749.0,118.0,17.0
2025-11-26 06:00:00,149.5,148.1,1871.0,95.0,43.0
2025-11-26 07:00:00,152.7,151.3,1821.0,97.2,75.0
2025-11-26 08:00:00,92.7,90.8,1399.0,74.9,107.0
2025-11-26 09:00:00,66.8,65.0,806.0,44.1,151.0
2025-11-26 10:00:00,52.7,51.6,373.0,20.5,186.0
2025-11-26 11:00:00,49.0,48.0,256.0,10.7,204.0
2025-11-26 12:00:00,44.0,43.0,300.0,8.1,213.0
2025-11-26 13:00:00,40.6,39.7,374.0,8.2,211.0
2025-11-26 14:00:00,36.0,35.0,437.0,8.6,196.0
2025-11-26 15:00:00,32.8,31.9,531.0,11.8,171.0
2025-11-26 16:00:00,32.6,31.8,651.0,20.6,140.0
2025-11-26 17:00:00,40.3,39.7,753.0,38.8,101.0
2025-11-26 18:00:00,49.0,47.7,881.0,62.7,56.0
2025-11-26 19:00:00,83.6,81.3,1157.0,84.6,31.0
2025-11-26 20:00:00,91.7,89.9,1816.0,85.5,28.0
2025-11-26 21:00:00,101.5,100.6,2624.0,87.0,23.0
2025-11-26 22:00:00,114.8,114.1,3003.0,90.7,18.0
2025-11-26 23:00:00,132.2,130.9,2564.0,99.2,12.0
2025-11-27 00:00:00,150.9,146.7,1697.0,109.8,5.0
2025-11-27 01:00:00,165.3,161.1,991.0,116.0,0.0
2025-11-27 02:00:00,175.6,171.4,629.0,115.4,0.0
2025-11-27 03:00:00,178.3,174.2,429.0,110.3,0.0
2025-11-27 04:00:00,174.6,170.9,436.0,101.6,0.0
2025-11-27 05:00:00,176.0,172.3,810.0,87.7,22.0
2025-11-27 06:00:00,173.7,170.0,1392.0,70.0,54.0
2025-11-27 07:00:00,85.7,84.8,1750.0,51.4,61.0
2025-11-27 08:00:00,54.7,53.7,1650.0,42.7,79.0
2025-11-27 09:00:00,36.4,35.5,1326.0,30.5,104.0
2025-11-27 10:00:00,28.8,28.1,1045.0,20.5,129.0
2025-11-27 11:00:00,27.0,26.5,861.0,14.1,156.0
2025-11-27 12:00:00,26.9,26.4,720.0,9.9,183.0
2025-11-27 13:00:00,27.5,27.1,729.0,8.6,197.0
2025-11-27 14:00:00,27.8,27.4,1039.0,10.5,192.0
2025-11-27 15:00:00,28.0,27.5,1500.0,15.4,173.0
2025-11-27 16:00:00,37.4,36.9,1766.0,23.1,149.0
2025-11-27 17:00:00,45.3,44.9,1623.0,36.0,116.0
2025-11-27 18:00:00,54.0,53.8,1286.0,51.7,76.0
2025-11-27 19:00:00,68.5,66.6,1056.0,72.7,32.0
2025-11-27 20:00:00,76.6,73.8,1077.0,77.6,23.0
2025-11-27 21:00:00,87.1,84.5,1205.0,84.2,11.0
2025-11-27 22:00:00,99.2,96.4,1309.0,88.8,2.0
2025-11-27 23:00:00,113.4,110.6,1343.0,89.4,0.0
2025-11-28 00:00:00,132.2,129.0,1353.0,87.8,0.0
2025-11-28 01:00:00,145.8,142.5,1343.0,85.9,0.0
2025-11-28 02:00:00,140.2,137.4,1293.0,84.7,0.0
2025-11-28 03:00:00,126.2,123.4,1223.0,83.2,0.0
2025-11-28 04:00:00,121.1,118.0,1201.0,79.7,0.0
2025-11-28 05:00:00,120.1,117.1,1298.0,73.4,13.0
2025-11-28 06:00:00,125.3,121.5,1443.0,65.1,32.0
2025-11-28 07:00:00,103.6,103.1,1488.0,61.0,62.0
2025-11-28 08:00:00,63.1,62.4,1320.0,51.6,80.0
2025-11-28 09:00:00,47.3,46.2,1052.0,38.4,106.0
2025-11-28 10:00:00,39.5,38.3,876.0,27.0,136.0
2025-11-28 11:00:00,38.9,38.0,891.0,18.8,177.0
2025-11-28 12:00:00,40.0,39.1,999.0,12.4,223.0
2025-11-28 13:00:00,42.1,41.3,1096.0,9.4,249.0
2025-11-28 14:00:00,44.9,44.1,998.0,9.3,242.0
