time,PM10,PM2.5,CO,NO2,O3
2026-03-05 23:00:00,34.9,34.8,513.0,22.2,71.0
2026-03-06 00:00:00,31.9,31.8,445.0,18.6,79.0
2026-03-06 01:00:00,27.0,26.8,394.0,15.9,85.0
2026-03-06 02:00:00,24.0,24.0,346.0,14.8,87.0
2026-03-06 03:00:00,22.5,22.5,316.0,14.6,88.0
2026-03-06 04:00:00,20.3,20.2,359.0,15.5,86.0
2026-03-06 05:00:00,16.3,16.2,563.0,18.5,79.0
2026-03-06 06:00:00,19.9,19.8,841.0,22.5,70.0
2026-03-06 07:00:00,14.3,14.3,989.0,25.4,47.0
2026-03-06 08:00:00,14.1,14.0,880.0,22.0,55.0
2026-03-06 09:00:00,15.0,14.9,640.0,17.1,66.0
2026-03-06 10:00:00,16.8,16.5,444.0,13.0,79.0
2026-03-06 11:00:00,17.9,17.6,348.0,10.0,96.0
2026-03-06 12:00:00,19.1,18.7,296.0,7.6,115.0
2026-03-06 13:00:00,20.5,20.0,295.0,6.7,126.0
2026-03-06 14:00:00,21.2,20.7,356.0,7.8,122.0
2026-03-06 15:00:00,20.9,20.4,468.0,10.4,110.0
2026-03-06 16:00:00,20.6,20.2,600.0,13.6,96.0
2026-03-06 17:00:00,22.6,22.2,785.0,17.9,81.0
2026-03-06 18:00:00,22.6,22.2,989.0,22.8,65.0
2026-03-06 19:00:00,32.7,31.9,1083.0,29.8,57.0
2026-03-06 20:00:00,34.5,34.2,973.0,29.1,57.0
2026-03-06 21:00:00,35.6,35.3,753.0,28.2,56.0
2026-03-06 22:00:00,34.7,34.3,575.0,27.0,55.0
2026-03-06 23:00:00,33.2,32.8,499.0,25.5,53.0
2026-03-07 00:00:00,30.6,30.3,465.0,23.7,50.0
2026-03-07 01:00:00,27.0,26.5,443.0,22.3,48.0
2026-03-07 02:00:00,22.8,22.4,412.0,21.5,47.0
2026-03-07 03:00:00,19.5,19.2,393.0,21.0,48.0
2026-03-07 04:00:00,17.6,17.3,419.0,20.9,48.0
2026-03-07 05:00:00,17.0,16.7,543.0,21.9,46.0
2026-03-07 06:00:00,16.9,16.6,711.0,23.3,45.0
2026-03-07 07:00:00,16.4,16.1,796.0,23.4,50.0
2026-03-07 08:00:00,17.1,16.8,711.0,19.5,63.0
2026-03-07 09:00:00,17.1,16.8,544.0,14.2,81.0
2026-03-07 10:00:00,16.5,16.3,427.0,10.1,95.0
2026-03-07 11:00:00,17.2,17.1,418.0,8.3,101.0
2026-03-07 12:00:00,17.3,17.1,459.0,7.6,102.0
2026-03-07 13:00:00,16.4,16.1,514.0,7.7,103.0
2026-03-07 14:00:00,16.7,16.3,576.0,8.2,106.0
2026-03-07 15:00:00,14.5,14.0,651.0,9.4,108.0
2026-03-07 16:00:00,16.0,15.5,727.0,11.7,107.0
2026-03-07 17:00:00,19.6,19.2,811.0,16.0,99.0
2026-03-07 18:00:00,21.3,20.9,895.0,21.3,87.0
2026-03-07 19:00:00,22.2,22.1,943.0,31.1,61.0
2026-03-07 20:00:00,24.1,24.0,945.0,33.4,54.0
2026-03-07 21:00:00,27.6,27.5,911.0,36.4,43.0
2026-03-07 22:00:00,30.6,30.4,838.0,37.1,37.0
2026-03-07 23:00:00,29.9,29.7,693.0,33.4,38.0
2026-03-08 00:00:00,26.0,25.8,509.0,27.5,43.0
2026-03-08 01:00:00,20.7,20.3,375.0,23.1,47.0
2026-03-08 02:00:00,18.0,17.5,325.0,21.7,47.0
2026-03-08 03:00:00,18.3,17.9,325.0,21.8,45.0
2026-03-08 04:00:00,20.6,20.2,366.0,22.1,44.0
2026-03-08 05:00:00,23.2,22.9,481.0,22.9,45.0
2026-03-08 06:00:00,25.8,25.6,637.0,24.0,46.0
2026-03-08 07:00:00,23.7,23.5,722.0,34.4,33.0
2026-03-08 08:00:00,27.2,27.1,664.0,31.1,44.0
2026-03-08 09:00:00,24.2,24.0,535.0,26.5,60.0
2026-03-08 10:00:00,21.0,20.8,438.0,21.5,79.0
2026-03-08 11:00:00,19.7,19.5,412.0,15.5,107.0
2026-03-08 12:00:00,21.7,21.5,419.0,9.3,138.0
2026-03-08 13:00:00,22.0,21.8,447.0,6.1,153.0
2026-03-08 14:00:00,23.2,23.1,434.0,7.3,140.0
2026-03-08 15:00:00,17.9,17.8,442.0,11.6,111.0
2026-03-08 16:00:00,19.2,19.0,651.0,18.7,85.0
2026-03-08 17:00:00,27.1,26.9,1310.0,30.0,69.0
2026-03-08 18:00:00,32.6,32.5,2170.0,44.0,55.0
2026-03-08 19:00:00,33.9,33.3,2663.0,36.6,76.0
2026-03-08 20:00:00,40.9,40.5,2464.0,41.0,65.0
2026-03-08 21:00:00,48.1,47.6,1899.0,46.9,50.0
2026-03-08 22:00:00,53.6,53.2,1375.0,49.5,40.0
2026-03-08 23:00:00,54.0,53.7,1013.0,45.8,41.0
2026-03-09 00:00:00,50.1,49.7,692.0,38.9,46.0
2026-03-09 01:00:00,46.0,45.6,462.0,33.0,51.0
2026-03-09 02:00:00,43.2,42.7,340.0,29.2,52.0
2026-03-09 03:00:00,42.1,41.7,310.0,26.5,52.0
2026-03-09 04:00:00,43.2,42.7,368.0,26.3,50.0
2026-03-09 05:00:00,46.0,45.5,578.0,31.4,41.0
2026-03-09 06:00:00,50.6,50.2,876.0,38.9,31.0
2026-03-09 07:00:00,78.5,78.0,1075.0,41.5,48.0
2026-03-09 08:00:00,68.0,66.8,1086.0,33.6,88.0
2026-03-09 09:00:00,59.0,57.7,996.0,22.7,143.0
2026-03-09 10:00:00,56.5,55.2,884.0,14.2,187.0
2026-03-09 11:00:00,52.4,51.2,712.0,10.3,211.0
2026-03-09 12:00:00,52.3,51.1,516.0,8.7,224.0
2026-03-09 13:00:00,52.7,51.7,485.0,8.4,229.0
2026-03-09 14:00:00,54.5,53.6,758.0,8.3,230.0
2026-03-09 15:00:00,52.5,51.6,1196.0,9.4,223.0
2026-03-09 16:00:00,52.6,51.6,1566.0,13.9,204.0
2026-03-09 17:00:00,53.2,52.6,1803.0,24.2,163.0
2026-03-09 18:00:00,51.2,50.9,1973.0,37.9,110.0
2026-03-09 19:00:00,37.7,37.7,2034.0,48.3,72.0
2026-03-09 20:00:00,48.2,48.1,1950.0,55.2,58.0
2026-03-09 21:00:00,56.5,56.5,1758.0,64.5,40.0
2026-03-09 22:00:00,67.1,67.1,1529.0,71.1,25.0
2026-03-09 23:00:00,74.7,74.5,1248.0,71.8,19.0
2026-03-10 00:00:00,79.6,79.4,931.0,69.7,17.0
2026-03-10 01:00:00,78.2,78.0,695.0,68.4,15.0
2026-03-10 02:00:00,82.9,82.7,569.0,70.4,10.0
2026-03-10 03:00:00,91.0,90.8,524.0,73.2,6.0
2026-03-10 04:00:00,99.0,98.7,593.0,72.8,7.0
2026-03-10 05:00:00,103.4,103.1,893.0,67.1,16.0
2026-03-10 06:00:00,101.7,101.5,1307.0,58.1,31.0
2026-03-10 07:00:00,106.2,103.4,1519.0,61.4,51.0
2026-03-10 08:00:00,54.7,54.0,1326.0,50.4,77.0
2026-03-10 09:00:00,36.0,35.3,931.0,35.0,113.0
2026-03-10 10:00:00,31.3,30.5,622.0,22.5,145.0
2026-03-10 11:00:00,30.4,29.3,510.0,15.5,170.0
2026-03-10 12:00:00,31.1,30.0,483.0,11.4,190.0
2026-03-10 13:00:00,31.1,30.0,498.0,9.4,201.0
2026-03-10 14:00:00,33.8,32.6,555.0,8.6,202.0
2026-03-10 15:00:00,31.7,30.7,654.0,9.9,193.0
2026-03-10 16:00:00,32.0,31.2,745.0,15.2,174.0
2026-03-10 17:00:00,36.0,35.4,813.0,28.2,136.0
2026-03-10 18:00:00,47.3,46.8,873.0,45.2,88.0
2026-03-10 19:00:00,49.1,48.5,924.0,64.2,35.0
2026-03-10 20:00:00,54.0,53.6,987.0,60.1,36.0
2026-03-10 21:00:00,52.4,51.9,1040.0,54.3,38.0
2026-03-10 22:00:00,55.1,54.6,1014.0,48.5,40.0
2026-03-10 23:00:00,56.5,56.1,835.0,43.0,42.0
2026-03-11 00:00:00,55.2,54.9,578.0,37.5,44.0
2026-03-11 01:00:00,53.9,53.7,396.0,33.1,45.0
2026-03-11 02:00:00,53.1,52.9,340.0,30.2,43.0
2026-03-11 03:00:00,52.6,52.3,359.0,28.5,39.0
2026-03-11 04:00:00,52.5,52.0,452.0,28.1,37.0
2026-03-11 05:00:00,53.4,52.9,702.0,30.4,34.0
2026-03-11 06:00:00,56.9,56.2,1027.0,34.0,32.0
2026-03-11 07:00:00,69.4,68.5,1179.0,40.4,41.0
2026-03-11 08:00:00,54.6,50.3,982.0,33.0,59.0
2026-03-11 09:00:00,42.4,36.4,612.0,22.7,85.0
2026-03-11 10:00:00,33.6,28.4,345.0,14.4,107.0
2026-03-11 11:00:00,29.3,25.0,304.0,9.9,123.0
2026-03-11 12:00:00,26.4,23.2,366.0,7.5,136.0
2026-03-11 13:00:00,23.3,21.2,437.0,6.7,144.0
2026-03-11 14:00:00,21.9,20.6,483.0,5.9,149.0
2026-03-11 15:00:00,22.5,21.3,538.0,6.8,148.0
2026-03-11 16:00:00,24.8,23.7,610.0,13.4,134.0
2026-03-11 17:00:00,22.3,21.6,722.0,31.9,94.0
2026-03-11 18:00:00,32.5,31.0,851.0,56.2,41.0
2026-03-11 19:00:00,45.9,43.5,939.0,70.2,7.0
2026-03-11 20:00:00,59.8,57.4,977.0,77.2,5.0
2026-03-11 21:00:00,75.2,72.6,974.0,86.3,2.0
2026-03-11 22:00:00,91.7,88.9,904.0,89.5,0.0
2026-03-11 23:00:00,94.8,92.2,712.0,81.9,0.0
2026-03-12 00:00:00,78.9,76.8,453.0,68.5,0.0
2026-03-12 01:00:00,59.3,57.5,259.0,55.8,0.0
2026-03-12 02:00:00,45.4,44.1,164.0,45.3,0.0
2026-03-12 03:00:00,36.1,35.2,135.0,35.5,0.0
2026-03-12 04:00:00,32.7,31.8,209.0,29.0,0.0
2026-03-12 05:00:00,33.9,32.8,493.0,28.4,14.0
2026-03-12 06:00:00,39.3,38.1,880.0,31.0,33.0
2026-03-12 07:00:00,54.5,52.0,1091.0,39.3,49.0
2026-03-12 08:00:00,43.5,40.2,946.0,31.5,66.0
2026-03-12 09:00:00,29.6,26.5,624.0,20.7,89.0
2026-03-12 10:00:00,24.3,21.7,383.0,12.2,108.0
2026-03-12 11:00:00,20.0,18.0,327.0,8.2,120.0
2026-03-12 12:00:00,16.9,16.0,352.0,6.6,127.0
2026-03-12 13:00:00,16.6,16.1,405.0,6.5,131.0
2026-03-12 14:00:00,18.3,17.6,430.0,7.5,132.0
2026-03-12 15:00:00,20.7,20.1,483.0,10.1,129.0
2026-03-12 16:00:00,24.4,23.9,685.0,14.5,122.0
2026-03-12 17:00:00,31.5,31.0,1241.0,22.5,109.0
2026-03-12 18:00:00,38.6,38.1,1945.0,32.3,93.0
2026-03-12 19:00:00,39.5,39.1,2306.0,42.2,75.0
2026-03-12 20:00:00,44.7,44.4,1997.0,43.4,66.0
2026-03-12 21:00:00,48.3,48.1,1343.0,45.0,54.0
2026-03-12 22:00:00,52.0,51.7,831.0,45.6,44.0
2026-03-12 23:00:00,54.2,53.9,656.0,44.4,40.0
2026-03-13 00:00:00,55.8,55.4,621.0,42.1,38.0
2026-03-13 01:00:00,57.3,56.9,624.0,39.9,37.0
2026-03-13 02:00:00,58.1,57.6,621.0,37.7,35.0
2026-03-13 03:00:00,58.9,58.4,656.0,35.6,32.0
2026-03-13 04:00:00,60.5,59.8,756.0,34.6,32.0
2026-03-13 05:00:00,61.7,61.2,1018.0,36.7,31.0
2026-03-13 06:00:00,64.7,64.3,1345.0,40.0,31.0
2026-03-13 07:00:00,64.7,64.5,1474.0,41.2,41.0
2026-03-13 08:00:00,60.1,59.4,1213.0,32.9,72.0
2026-03-13 09:00:00,40.9,39.6,754.0,21.3,116.0
2026-03-13 10:00:00,31.8,30.4,413.0,12.4,150.0
2026-03-13 11:00:00,28.8,27.4,326.0,8.5,166.0
2026-03-13 12:00:00,27.1,25.8,358.0,7.2,173.0
2026-03-13 13:00:00,25.8,24.7,419.0,7.1,174.0
2026-03-13 14:00:00,25.3,24.3,445.0,7.4,173.0
2026-03-13 15:00:00,25.7,24.6,500.0,8.9,167.0
2026-03-13 16:00:00,27.2,26.4,692.0,12.9,152.0
2026-03-13 17:00:00,32.0,31.2,1142.0,20.6,119.0
2026-03-13 18:00:00,30.7,30.3,1729.0,30.8,77.0
2026-03-13 19:00:00,48.3,46.8,2191.0,54.8,36.0
2026-03-13 20:00:00,52.4,51.0,2434.0,63.3,26.0
2026-03-13 21:00:00,67.3,65.9,2553.0,75.0,11.0
2026-03-13 22:00:00,83.4,80.3,2575.0,83.6,1.0
2026-03-13 23:00:00,103.4,101.0,2507.0,86.9,0.0
2026-03-14 00:00:00,113.9,111.5,2343.0,87.0,0.0
2026-03-14 01:00:00,114.3,111.1,2090.0,84.2,1.0
2026-03-14 02:00:00,102.0,98.7,1634.0,77.0,0.0
2026-03-14 03:00:00,92.7,89.4,1089.0,67.0,0.0
2026-03-14 04:00:00,92.0,88.7,808.0,58.7,2.0
2026-03-14 05:00:00,90.8,87.3,1087.0,55.3,12.0
2026-03-14 06:00:00,91.7,87.8,1630.0,53.6,26.0
2026-03-14 07:00:00,89.4,86.1,1897.0,53.7,51.0
2026-03-14 08:00:00,68.2,67.5,1566.0,41.7,77.0
2026-03-14 09:00:00,45.4,44.4,959.0,25.1,112.0
2026-03-14 10:00:00,37.6,36.6,499.0,12.5,141.0
2026-03-14 11:00:00,35.6,34.7,369.0,7.5,157.0
2026-03-14 12:00:00,36.0,35.0,387.0,6.5,165.0
2026-03-14 13:00:00,36.0,35.2,427.0,7.0,169.0
2026-03-14 14:00:00,36.9,36.1,358.0,7.7,169.0
2026-03-14 15:00:00,37.8,37.1,312.0,9.9,164.0
2026-03-14 16:00:00,40.2,39.3,558.0,14.5,151.0
2026-03-14 17:00:00,45.2,44.4,1433.0,23.8,126.0
2026-03-14 18:00:00,43.8,43.2,2599.0,35.4,93.0
2026-03-14 19:00:00,45.5,45.4,3315.0,52.9,61.0
2026-03-14 20:00:00,59.6,59.5,3156.0,58.4,50.0
2026-03-14 21:00:00,69.2,68.9,2547.0,65.6,34.0
2026-03-14 22:00:00,67.8,67.5,2021.0,68.7,23.0
2026-03-14 23:00:00,50.5,50.4,1783.0,63.6,22.0
2026-03-15 00:00:00,37.6,37.5,1629.0,54.4,25.0
2026-03-15 01:00:00,38.9,38.8,1473.0,47.6,27.0
2026-03-15 02:00:00,44.6,44.5,1247.0,46.4,23.0
2026-03-15 03:00:00,52.3,52.2,1021.0,47.5,17.0
2026-03-15 04:00:00,61.9,61.9,916.0,47.5,17.0
2026-03-15 05:00:00,67.8,67.5,1069.0,45.5,22.0
2026-03-15 06:00:00,76.4,75.9,1344.0,42.5,32.0
2026-03-15 07:00:00,56.9,56.8,1458.0,38.0,59.0
2026-03-15 08:00:00,39.8,39.7,1235.0,30.8,93.0
2026-03-15 09:00:00,32.0,31.9,852.0,20.8,139.0
2026-03-15 10:00:00,31.3,31.2,557.0,12.9,178.0
2026-03-15 11:00:00,32.9,32.8,443.0,9.0,202.0
2026-03-15 12:00:00,33.5,33.4,418.0,7.2,217.0
2026-03-15 13:00:00,36.6,36.4,452.0,7.1,223.0
2026-03-15 14:00:00,38.8,38.6,525.0,7.7,219.0
2026-03-15 15:00:00,41.4,41.2,657.0,9.9,206.0
2026-03-15 16:00:00,44.2,43.9,884.0,15.8,183.0
2026-03-15 17:00:00,46.0,45.6,1302.0,28.4,145.0
2026-03-15 18:00:00,45.5,45.3,1815.0,44.6,98.0
2026-03-15 19:00:00,52.0,51.8,2168.0,41.2,67.0
2026-03-15 20:00:00,57.7,57.6,2249.0,47.4,54.0
2026-03-15 21:00:00,66.6,66.4,2169.0,55.8,37.0
2026-03-15 22:00:00,73.1,73.1,2012.0,61.7,23.0
2026-03-15 23:00:00,74.3,74.0,1757.0,62.6,17.0
2026-03-16 00:00:00,75.4,75.2,1425.0,60.9,14.0
2026-03-16 01:00:00,77.1,76.8,1156.0,59.4,12.0
2026-03-16 02:00:00,77.1,77.1,987.0,59.2,8.0
2026-03-16 03:00:00,82.7,82.7,881.0,59.1,4.0
2026-03-16 04:00:00,86.8,86.6,869.0,58.0,5.0
2026-03-16 05:00:00,89.4,88.9,1045.0,55.8,13.0
2026-03-16 06:00:00,94.5,94.1,1314.0,52.5,26.0
2026-03-16 07:00:00,68.9,68.0,1424.0,60.4,45.0
2026-03-16 08:00:00,33.2,31.0,1208.0,50.2,65.0
2026-03-16 09:00:00,24.6,23.1,834.0,35.9,94.0
2026-03-16 10:00:00,19.9,19.4,550.0,24.0,125.0
2026-03-16 11:00:00,20.6,20.4,457.0,16.4,162.0
2026-03-16 12:00:00,24.4,24.2,454.0,11.2,202.0
2026-03-16 13:00:00,27.8,27.6,487.0,8.4,224.0
2026-03-16 14:00:00,27.9,27.6,499.0,7.8,219.0
2026-03-16 15:00:00,29.9,29.6,547.0,9.8,197.0
2026-03-16 16:00:00,29.9,29.5,745.0,15.3,169.0
2026-03-16 17:00:00,29.2,28.8,1140.0,27.1,133.0
2026-03-16 18:00:00,38.0,37.5,1684.0,42.5,90.0
2026-03-16 19:00:00,39.2,38.9,2352.0,52.8,50.0
2026-03-16 20:00:00,42.0,41.8,3346.0,50.0,53.0
2026-03-16 21:00:00,41.0,40.9,4464.0,46.2,57.0
2026-03-16 22:00:00,41.3,41.3,5065.0,44.2,57.0
2026-03-16 23:00:00,45.9,45.8,4767.0,45.8,50.0
2026-03-17 00:00:00,51.0,51.0,3954.0,49.2,40.0
2026-03-17 01:00:00,53.7,53.7,3136.0,52.1,30.0
2026-03-17 02:00:00,58.9,58.9,2388.0,53.7,22.0
2026-03-17 03:00:00,64.0,64.0,1636.0,54.7,14.0
2026-03-17 04:00:00,71.5,71.5,1172.0,55.5,12.0
2026-03-17 05:00:00,82.2,81.7,1257.0,56.9,16.0
2026-03-17 06:00:00,99.4,99.2,1629.0,58.0,26.0
2026-03-17 07:00:00,71.7,71.2,1793.0,54.8,46.0
2026-03-17 08:00:00,37.1,37.0,1466.0,46.7,71.0
2026-03-17 09:00:00,26.0,26.0,931.0,35.4,106.0
2026-03-17 10:00:00,22.5,22.5,538.0,25.6,139.0
2026-03-17 11:00:00,23.3,23.2,446.0,18.3,168.0
2026-03-17 12:00:00,25.4,25.3,497.0,12.5,195.0
2026-03-17 13:00:00,28.6,28.5,564.0,9.5,213.0
2026-03-17 14:00:00,31.8,31.5,542.0,10.2,223.0
2026-03-17 15:00:00,33.6,33.4,537.0,13.8,224.0
2026-03-17 16:00:00,36.6,36.4,741.0,18.5,211.0
2026-03-17 17:00:00,38.6,38.5,1399.0,24.1,172.0
2026-03-17 18:00:00,33.6,33.6,2267.0,30.8,119.0
2026-03-17 19:00:00,36.8,36.7,2798.0,51.1,50.0
2026-03-17 20:00:00,41.7,41.6,2680.0,55.5,40.0
2026-03-17 21:00:00,47.8,47.6,2225.0,61.5,26.0
2026-03-17 22:00:00,50.8,50.5,1831.0,65.3,17.0
2026-03-17 23:00:00,49.6,49.4,1590.0,64.9,17.0
2026-03-18 00:00:00,52.3,52.3,1409.0,62.3,22.0
2026-03-18 01:00:00,67.3,67.1,1405.0,60.2,24.0
2026-03-18 02:00:00,81.7,81.5,1758.0,59.5,17.0
2026-03-18 03:00:00,92.9,92.9,2287.0,59.3,8.0
2026-03-18 04:00:00,101.3,101.3,2571.0,58.7,2.0
2026-03-18 05:00:00,90.1,90.1,2367.0,58.3,1.0
2026-03-18 06:00:00,93.8,93.6,1916.0,57.5,3.0
2026-03-18 07:00:00,96.4,96.2,1524.0,74.0,21.0
2026-03-18 08:00:00,54.6,54.6,1286.0,61.1,57.0
2026-03-18 09:00:00,33.3,33.2,1106.0,43.3,109.0
2026-03-18 10:00:00,30.5,30.4,998.0,28.7,159.0
2026-03-18 11:00:00,32.4,32.1,967.0,20.3,210.0
2026-03-18 12:00:00,35.5,35.3,1008.0,15.2,259.0
2026-03-18 13:00:00,40.2,39.9,1114.0,13.3,284.0
2026-03-18 14:00:00,47.6,47.3,1234.0,14.4,271.0
2026-03-18 15:00:00,50.9,50.5,1420.0,18.7,234.0
2026-03-18 16:00:00,49.2,49.0,1824.0,26.0,192.0
2026-03-18 17:00:00,42.8,42.7,2751.0,37.5,145.0
2026-03-18 18:00:00,47.8,47.7,3895.0,52.0,93.0
2026-03-18 19:00:00,44.7,44.6,4495.0,47.0,64.0
2026-03-18 20:00:00,44.7,44.7,4027.0,52.9,53.0
2026-03-18 21:00:00,51.3,51.2,3014.0,61.2,39.0
2026-03-18 22:00:00,63.3,63.3,2266.0,68.1,26.0
2026-03-18 23:00:00,68.5,68.2,2197.0,72.9,18.0
2026-03-19 00:00:00,77.1,77.1,2393.0,76.4,12.0
2026-03-19 01:00:00,87.5,87.5,2421.0,77.1,8.0
2026-03-19 02:00:00,90.1,90.1,2020.0,72.7,7.0
2026-03-19 03:00:00,88.7,88.5,1452.0,65.5,8.0
2026-03-19 04:00:00,91.7,91.3,1071.0,60.6,11.0
2026-03-19 05:00:00,99.0,98.5,1102.0,61.7,13.0
2026-03-19 06:00:00,104.1,103.6,1320.0,65.0,17.0
2026-03-19 07:00:00,99.0,95.7,1400.0,79.8,45.0
2026-03-19 08:00:00,38.0,38.0,1156.0,67.2,62.0
2026-03-19 09:00:00,22.8,22.6,774.0,49.7,88.0
2026-03-19 10:00:00,21.7,21.7,492.0,34.7,116.0
2026-03-19 11:00:00,24.0,23.9,390.0,24.6,152.0
2026-03-19 12:00:00,26.3,26.2,387.0,17.2,191.0
2026-03-19 13:00:00,26.0,25.8,476.0,13.0,213.0
2026-03-19 14:00:00,24.4,24.4,539.0,11.3,207.0
2026-03-19 15:00:00,25.2,25.0,695.0,12.9,184.0
2026-03-19 16:00:00,25.8,25.6,1290.0,20.9,155.0
2026-03-19 17:00:00,28.9,28.7,2718.0,41.4,119.0
2026-03-19 18:00:00,51.1,50.9,4587.0,68.3,77.0
2026-03-19 19:00:00,53.0,52.4,6064.0,51.3,77.0
2026-03-19 20:00:00,53.8,53.4,6937.0,47.8,74.0
2026-03-19 21:00:00,54.6,54.2,7419.0,42.9,69.0
2026-03-19 22:00:00,44.7,44.5,7318.0,38.7,64.0
2026-03-19 23:00:00,33.5,33.3,6320.0,35.7,58.0
2026-03-20 00:00:00,33.3,33.2,4739.0,33.5,50.0
2026-03-20 01:00:00,27.9,27.8,3326.0,32.4,44.0
2026-03-20 02:00:00,32.4,32.1,2263.0,32.7,39.0
2026-03-20 03:00:00,36.9,36.8,1369.0,34.1,34.0
2026-03-20 04:00:00,41.1,40.9,846.0,36.5,31.0
2026-03-20 05:00:00,45.9,45.4,936.0,41.4,27.0
2026-03-20 06:00:00,61.7,61.2,1397.0,47.4,24.0
2026-03-20 07:00:00,31.9,31.7,1711.0,43.4,26.0
2026-03-20 08:00:00,28.6,28.5,1659.0,38.7,44.0
2026-03-20 09:00:00,23.5,23.3,1460.0,32.1,71.0
2026-03-20 10:00:00,21.0,20.8,1251.0,26.1,99.0
2026-03-20 11:00:00,21.8,21.6,1004.0,20.9,132.0
2026-03-20 12:00:00,24.7,24.5,747.0,16.2,168.0
2026-03-20 13:00:00,27.8,27.6,707.0,14.3,188.0
2026-03-20 14:00:00,29.6,29.4,987.0,16.2,184.0
2026-03-20 15:00:00,32.1,31.9,1482.0,20.8,165.0
2026-03-20 16:00:00,34.3,34.2,2107.0,26.7,143.0
2026-03-20 17:00:00,41.1,41.0,2897.0,33.9,121.0
2026-03-20 18:00:00,46.2,46.0,3817.0,42.4,96.0
2026-03-20 19:00:00,52.3,51.8,4667.0,45.9,73.0
2026-03-20 20:00:00,53.0,52.6,5503.0,46.9,63.0
2026-03-20 21:00:00,57.0,56.6,6271.0,48.4,50.0
2026-03-20 22:00:00,59.1,58.7,6607.0,49.7,38.0
2026-03-20 23:00:00,60.8,60.3,6265.0,51.1,29.0
2026-03-21 00:00:00,62.9,62.4,5492.0,52.5,23.0
2026-03-21 01:00:00,61.2,60.8,4669.0,52.5,18.0
2026-03-21 02:00:00,59.6,59.1,3821.0,50.0,16.0
2026-03-21 03:00:00,53.9,53.4,2921.0,46.3,16.0
2026-03-21 04:00:00,53.2,52.7,2274.0,43.6,18.0
2026-03-21 05:00:00,55.6,55.1,2097.0,43.8,18.0
2026-03-21 06:00:00,49.8,49.4,2172.0,45.0,20.0
2026-03-21 07:00:00,41.9,41.8,2145.0,41.8,46.0
2026-03-21 08:00:00,27.4,27.3,1852.0,39.0,60.0
2026-03-21 09:00:00,23.5,23.3,1457.0,35.0,80.0
2026-03-21 10:00:00,23.1,22.8,1105.0,30.4,103.0
2026-03-21 11:00:00,24.6,24.2,820.0,24.4,134.0
2026-03-21 12:00:00,29.6,29.0,576.0,17.9,169.0
2026-03-21 13:00:00,36.9,36.3,444.0,14.2,188.0
2026-03-21 14:00:00,46.1,45.4,476.0,14.9,181.0
2026-03-21 15:00:00,41.1,40.5,619.0,18.3,160.0
2026-03-21 16:00:00,39.8,39.2,783.0,23.2,137.0
2026-03-21 17:00:00,46.2,45.8,983.0,30.8,116.0
2026-03-21 18:00:00,57.2,56.7,1204.0,39.8,95.0
2026-03-21 19:00:00,48.4,48.4,1306.0,54.8,63.0
2026-03-21 20:00:00,48.8,48.8,1183.0,56.4,55.0
2026-03-21 21:00:00,57.3,57.3,941.0,58.5,45.0
2026-03-21 22:00:00,62.6,62.6,759.0,59.0,36.0
2026-03-21 23:00:00,63.6,63.6,722.0,56.4,31.0
2026-03-22 00:00:00,60.1,59.8,746.0,52.2,29.0
2026-03-22 01:00:00,63.8,63.6,758.0,49.3,26.0
2026-03-22 02:00:00,62.6,62.4,694.0,48.2,22.0
2026-03-22 03:00:00,69.2,68.9,618.0,48.4,19.0
2026-03-22 04:00:00,77.3,77.1,651.0,50.5,17.0
2026-03-22 05:00:00,85.2,84.8,934.0,57.3,15.0
2026-03-22 06:00:00,95.9,95.5,1326.0,66.1,16.0
2026-03-22 07:00:00,74.3,73.6,1529.0,52.5,54.0
2026-03-22 08:00:00,40.7,40.0,1357.0,47.6,70.0
2026-03-22 09:00:00,27.4,27.0,995.0,40.6,94.0
2026-03-22 10:00:00,28.1,27.7,700.0,34.0,120.0
2026-03-22 11:00:00,29.9,29.5,546.0,28.0,151.0
2026-03-22 12:00:00,33.3,32.8,459.0,22.4,185.0
2026-03-22 13:00:00,36.7,36.1,469.0,18.4,209.0
2026-03-22 14:00:00,38.4,37.7,524.0,15.6,220.0
2026-03-22 15:00:00,38.5,37.7,676.0,14.5,220.0
2026-03-22 16:00:00,38.6,37.6,1115.0,17.9,204.0
2026-03-22 17:00:00,37.4,36.6,2148.0,30.0,159.0
2026-03-22 18:00:00,44.4,43.8,3469.0,46.6,96.0
2026-03-22 19:00:00,58.3,57.7,4344.0,52.1,96.0
2026-03-22 20:00:00,67.1,66.6,4446.0,57.6,77.0
2026-03-22 21:00:00,75.0,74.3,4103.0,65.3,51.0
2026-03-22 22:00:00,78.5,78.0,3565.0,72.6,29.0
2026-03-22 23:00:00,71.5,70.8,2769.0,79.7,16.0
2026-03-23 00:00:00,84.1,83.4,1777.0,86.3,7.0
2026-03-23 01:00:00,93.6,92.9,1032.0,88.5,1.0
2026-03-23 02:00:00,81.0,80.6,714.0,82.9,0.0
2026-03-23 03:00:00,79.4,78.9,642.0,72.9,0.0
2026-03-23 04:00:00,84.1,83.6,713.0,64.6,0.0
2026-03-23 05:00:00,89.4,88.9,1012.0,61.6,15.0
2026-03-23 06:00:00,103.6,102.9,1453.0,60.4,37.0
2026-03-23 07:00:00,77.5,76.4,1678.0,52.2,76.0
